song_id,track_id,genre,file_name,note_count,percussion_count,track_count,channel_count,total_beats,note_density,percussion_density,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,velocity_mean,velocity_std,duration_mean,duration_std,duration_median,duration_entropy,pitch_class_entropy,interval_mean,interval_std,interval_abs_mean,interval_abs_std,ascending_ratio,descending_ratio,repeat_pitch_ratio,onset_delta_mean,onset_delta_std,polyphony_mean,polyphony_max,polyphonic_onset_ratio,kick_ratio,snare_ratio,hihat_ratio,pitch_class_0,pitch_class_1,pitch_class_2,pitch_class_3,pitch_class_4,pitch_class_5,pitch_class_6,pitch_class_7,pitch_class_8,pitch_class_9,pitch_class_10,pitch_class_11,duration_bin_0,duration_bin_1,duration_bin_2,duration_bin_3,duration_bin_4,duration_bin_5,interval_bin_0,interval_bin_1,interval_bin_2,interval_bin_3,interval_bin_4,interval_bin_5,interval_bin_6,interval_bin_7,interval_bin_8,interval_bin_9,interval_bin_10,interval_bin_11,interval_bin_12,interval_bin_13,interval_bin_14,interval_bin_15,interval_bin_16,interval_bin_17,interval_bin_18,interval_bin_19,interval_bin_20,interval_bin_21,interval_bin_22,interval_bin_23,interval_bin_24,beat_bin_0,beat_bin_1,beat_bin_2,beat_bin_3,beat_bin_4,beat_bin_5,beat_bin_6,beat_bin_7,beat_bin_8,beat_bin_9,beat_bin_10,beat_bin_11,beat_bin_12,beat_bin_13,beat_bin_14,beat_bin_15
1,TRAEEVW128F4244269,Blues,TRAEEVW128F4244269__300ba1a982cfe871ec3772ddd346f9b0.mid,2516,0,1,1,491.3932291666667,5.120135668671666,0.0,60.79809220985692,14.732746785269681,31.0,91.0,60.0,80.0,0.0,0.57746360790938,0.38689872084989596,0.359375,1.3482098975308765,2.9310293751310557,0.003976143141153081,17.92114337358329,14.072365805168985,11.096662393339413,0.43697813121272366,0.5526838966202783,0.010337972166998012,0.3845951761409127,0.1947063071837238,2.0128,6.0,0.532,0.0,0.0,0.0,0.04689984101748808,0.03418124006359301,0.25119236883942764,0.001987281399046105,0.13553259141494436,0.0246422893481717,0.03457869634340222,0.20190779014308427,0.000397456279809221,0.042527821939586645,0.0679650238473768,0.15818759936406995,0.000794912559618442,0.6383147853736089,0.1573926868044515,0.19833068362480127,0.003577106518282989,0.001589825119236884,0.32723658051689863,0.002783300198807157,0.008349900596421472,0.016699801192842943,0.016302186878727636,0.014711729622266401,0.015109343936381709,0.061630218687872766,0.03777335984095427,0.040159045725646124,0.011530815109343936,0.00039761431411530816,0.010337972166998012,0.02982107355864811,0.015109343936381709,0.029025844930417495,0.013916500994035786,0.0341948310139165,0.015904572564612324,0.013916500994035786,0.009145129224652087,0.02584493041749503,0.019880715705765408,0.003976143141153081,0.22624254473161035,0.1379173290937997,0.02424483306836248,0.11764705882352941,0.005564387917329093,0.10055643879173291,0.018680445151033388,0.10850556438791734,0.01192368839427663,0.12281399046104928,0.017090620031796504,0.10015898251192369,0.00794912559618442,0.10453100158982512,0.014308426073131956,0.09976152623211447,0.008346581875993641
2,TRALDUE128F9312AF2,Blues,TRALDUE128F9312AF2__6a93cf9ef29e4613693ca9ca498d90af.mid,715,377,14,10,89.22916666666667,8.013074947466729,4.225075881391548,61.19020979020979,13.86145894240329,21.0,81.0,60.0,88.9034965034965,14.799279006192654,0.5578613053613053,0.5528191554591656,0.4166666666666667,1.8946195470124523,3.021373602812429,-0.023809523809523808,4.838077731060761,3.6064425770308124,3.225079063184256,0.43557422969187676,0.39215686274509803,0.1722689075630252,0.3456175298804781,0.3067241607508623,2.8373015873015874,6.0,0.6349206349206349,0.11936339522546419,0.03978779840848806,0.16445623342175067,0.008391608391608392,0.0993006993006993,0.13006993006993006,0.005594405594405594,0.17062937062937064,0.011188811188811189,0.2013986013986014,0.04195804195804196,0.03636363636363636,0.2055944055944056,0.03776223776223776,0.05174825174825175,0.4153846153846154,0.2895104895104895,0.12167832167832168,0.16643356643356644,0.006993006993006993,0.0,0.0070028011204481795,0.0014005602240896359,0.0028011204481792717,0.00980392156862745,0.0056022408963585435,0.08263305322128851,0.0,0.037815126050420166,0.08403361344537816,0.08823529411764706,0.06022408963585434,0.012605042016806723,0.1722689075630252,0.04481792717086835,0.08683473389355742,0.0700280112044818,0.10504201680672269,0.05322128851540616,0.0,0.0350140056022409,0.0056022408963585435,0.023809523809523808,0.0,0.0014005602240896359,0.00980392156862745,0.03636363636363636,0.019580419580419582,0.12307692307692308,0.07412587412587412,0.06433566433566433,0.011188811188811189,0.12027972027972028,0.01818181818181818,0.05314685314685315,0.011188811188811189,0.10909090909090909,0.1076923076923077,0.05454545454545454,0.032167832167832165,0.14405594405594405,0.02097902097902098
3,TRANJGV128F930818A,Blues,TRANJGV128F930818A__6245ca6663abfe9f1e15e18054d16024.mid,1634,417,9,9,290.9895833333333,5.615321281546447,1.4330409880078756,67.47552019583843,12.123535907210032,32.0,91.0,59.0,71.48225214198287,16.608752638464523,0.950218023255814,1.467524622504198,0.4895833333333333,2.295485039172023,3.439092601253303,0.012859767299448868,7.16726628699618,5.415186772810777,4.695276734964852,0.45744029393753827,0.4237599510104103,0.11879975505205144,0.22314927184466019,0.3414095376565101,1.3209377526273243,4.0,0.2425222312045271,0.0,0.7074340527577938,0.29256594724220625,0.15605875152998777,0.06242350061199511,0.09730722154222766,0.047123623011015914,0.08078335373317014,0.12790697674418605,0.03733170134638923,0.11138310893512852,0.051407588739290085,0.08935128518971848,0.10771113831089352,0.031211750305997554,0.32864137086903306,0.17380660954712362,0.2631578947368421,0.13280293757649939,0.05752753977968176,0.044063647490820076,0.06491120636864667,0.010410287813839559,0.010410287813839559,0.03735456215554195,0.014084507042253521,0.041641151255358236,0.014084507042253521,0.041641151255358236,0.0520514390691978,0.0520514390691978,0.0453153704837722,0.039804041641151255,0.11879975505205144,0.034292712798530314,0.09430496019595835,0.05388854868340478,0.04470300061236987,0.03061849357011635,0.011022657685241886,0.043478260869565216,0.021432945499081445,0.04592774035517452,0.010410287813839559,0.00612369871402327,0.0612369871402327,0.200734394124847,0.014687882496940025,0.043451652386780906,0.05018359853121175,0.0416156670746634,0.047123623011015914,0.06303549571603427,0.09057527539779682,0.09424724602203183,0.030599755201958383,0.05569155446756426,0.04895960832313342,0.05324357405140759,0.04773561811505508,0.0587515299877601,0.05936352509179926
4,TRAXCGI128F147C7DC,Blues,TRAXCGI128F147C7DC__18614fcad13f24f2fec52f7f7b27c9b8.mid,5059,1975,1,10,545.6614583333334,9.271316349613905,3.6194603262477685,58.700731369835935,12.53630353667678,29.0,94.0,65.0,89.35856888713184,15.792784714204267,0.4236159155300784,0.4093260368825002,0.3541666666666667,1.689947645782603,2.7589928370299663,-0.006128904705417161,17.321676947981228,13.170225385527877,11.251030759361303,0.47014630288651643,0.4794385132463424,0.05041518386714116,0.21444521635569672,0.24382541731094587,2.0075396825396825,13.0,0.3472222222222222,0.130126582278481,0.35443037974683544,0.4931645569620253,0.03577782170389405,0.02984779600711603,0.18936548725044475,0.09152006325360743,0.005930025696778019,0.1966791856098043,0.0027673453251630758,0.08341569480134414,0.04724253805099822,0.016011069381300654,0.30005930025696775,0.0013836726625815379,0.2644791460762997,0.49021545760031626,0.2107135797588456,0.024708440403241747,0.007906700929037358,0.0019766752322593396,0.2188612099644128,0.00039541320680110717,0.01324634242783709,0.014037168841439305,0.028865164096480822,0.03637801502570186,0.01324634242783709,0.03776196124950573,0.04250691973111902,0.0523922499011467,0.015223408461842626,0.006524317912218268,0.05041518386714116,0.004547251878212732,0.01601423487544484,0.06979043100039542,0.04250691973111902,0.039739027283511266,0.01383946223803875,0.014432582048240411,0.014234875444839857,0.015816528272044286,0.010676156583629894,0.0009885330170027679,0.22756030051403717,0.09349673848586677,0.00494168808064835,0.0802530144297292,0.007313698359359557,0.18481913421624827,0.003162680371614944,0.11939118402846412,0.0075113658825854916,0.13223957303814984,0.010476378730974501,0.09764775647361139,0.007906700929037358,0.17315675034591815,0.0037556829412927458,0.0703696382684325,0.0035580154180668115
5,TRAYEGN128F9361233,Blues,TRAYEGN128F9361233__7270c9f3d6a001640ebe60fe26142d1e.mid,1547,973,6,6,391.6166666666667,3.950291526577861,2.4845724986168447,52.68519715578539,11.114253298500845,24.0,84.0,60.0,82.76276664511958,19.41497192080606,1.329761904761905,1.5132095532443757,0.7958333333333333,2.252644912282565,2.671015320927073,0.010996119016817595,11.464688265081998,9.053686934023286,7.033487814081882,0.45860284605433377,0.48253557567917205,0.05886157826649418,0.3187082637729549,0.5924626878977902,1.2902418682235195,8.0,0.18765638031693077,0.14799588900308325,0.065775950668037,0.289825282631038,0.2650290885585003,0.0,0.10795087265675501,0.0,0.056884292178409825,0.1389786683904331,0.005171299288946348,0.2087912087912088,0.0,0.1480284421460892,0.0,0.0691661279896574,0.0698125404007757,0.12540400775694893,0.3865546218487395,0.23076923076923078,0.1486748545572075,0.03878474466709761,0.17723156532988357,0.003234152652005175,0.02199223803363519,0.007761966364812419,0.012289780077619664,0.06985769728331177,0.0019404915912031048,0.0724450194049159,0.04204398447606727,0.023932729624838292,0.03169469598965071,0.018111254851228976,0.05886157826649418,0.005821474773609315,0.04204398447606727,0.03945666235446313,0.023932729624838292,0.054980595084087966,0.00129366106080207,0.06403622250970246,0.02199223803363519,0.009055627425614488,0.015523932729624839,0.00646830530401035,0.17399741267787838,0.11506140917905623,0.03684550743374273,0.059469941822882996,0.03425985778926956,0.06787330316742081,0.05106658047834518,0.09179056237879767,0.07304460245636717,0.1182934712346477,0.021331609566903685,0.06851971557853911,0.026502908855850032,0.06140917905623788,0.03878474466709761,0.09049773755656108,0.04524886877828054
6,TRAYWXP128F4244520,Blues,TRAYWXP128F4244520__9b717dc252fa7306e557bc6694ca3e45.mid,1758,1919,1,10,365.9895833333333,4.80341539775153,5.24331862814857,62.72411831626849,18.125827388959426,25.0,92.0,67.0,61.822525597269625,20.835542016978284,1.3534674819871064,1.124322888452033,1.0,2.120512716720149,2.805968678775022,0.017643710870802503,25.85796382430086,19.866249288560045,16.551940781798756,0.5059760956175299,0.42401821286283436,0.07000569151963575,0.5624012638230648,0.3701872557562771,2.772870662460568,8.0,0.6151419558359621,0.12298071912454403,0.10474205315268369,0.3517457008858781,0.0017064846416382253,0.18885096700796358,0.0,0.11717861205915814,0.0,0.12514220705346984,0.16780432309442547,0.0,0.15073947667804324,0.0011376564277588168,0.13765642775881684,0.10978384527872583,0.06484641638225255,0.22184300341296928,0.19795221843003413,0.4061433447098976,0.10068259385665529,0.008532423208191127,0.27774615822424586,0.004553215708594195,0.004553215708594195,0.005691519635742743,0.01309049516220831,0.00796812749003984,0.0,0.028457598178713718,0.030734206033010813,0.03187250996015936,0.011383039271485486,0.00796812749003984,0.07000569151963575,0.017643710870802503,0.01707455890722823,0.010244735344336939,0.013659647125782584,0.02390438247011952,0.0,0.008537279453614115,0.027888446215139442,0.029595902105862264,0.005122367672168469,0.0011383039271485487,0.3511667615253273,0.2428896473265074,0.006257110352673493,0.03981797497155859,0.006825938566552901,0.06655290102389079,0.005688282138794084,0.09442548350398179,0.017064846416382253,0.27303754266211605,0.004550625711035267,0.040955631399317405,0.006257110352673493,0.07281001137656427,0.005688282138794084,0.10295790671217292,0.01422070534698521
7,TRBHHVO128F93090B0,Blues,TRBHHVO128F93090B0__ff62c94049a9df6a71d214291a156185.mid,4285,620,13,13,492.0,8.709349593495935,1.2601626016260163,64.03873978996499,12.443229958794324,28.0,107.0,79.0,99.66231038506417,14.256954847486345,0.829784130688448,0.8894665522178303,0.6666666666666666,1.939154410567264,3.4776966162845087,0.0070028011204481795,4.54939150864872,3.2964519140989728,3.1353495684248394,0.3527077497665733,0.43674136321195145,0.21055088702147526,0.23918587542913192,0.32751254089302667,2.1004901960784315,10.0,0.3205882352941177,0.3548387096774194,0.4306451612903226,0.012903225806451613,0.09988331388564761,0.04527421236872812,0.09288214702450408,0.09451575262543757,0.06137689614935823,0.05180863477246208,0.06417736289381563,0.17269544924154026,0.1073512252042007,0.05554259043173862,0.06137689614935823,0.09311551925320886,0.0191365227537923,0.3122520420070012,0.34959159859976663,0.26884480746791134,0.02147024504084014,0.028704784130688447,0.010737628384687208,0.00046685340802987864,0.0009337068160597573,0.0016339869281045752,0.003734827264239029,0.012838468720821661,0.0025676937441643324,0.10224089635854341,0.07633053221288516,0.08870214752567694,0.0915032679738562,0.045051353874883286,0.21055088702147526,0.04551820728291316,0.0480859010270775,0.04668534080298786,0.04855275443510738,0.0861344537815126,0.003734827264239029,0.012838468720821661,0.019140989729225025,0.013772175536881419,0.005135387488328665,0.003968253968253968,0.019140989729225025,0.14212368728121352,0.0,0.02193698949824971,0.0,0.18646441073512252,0.0,0.12298716452742124,0.0,0.12322053675612601,0.0,0.12415402567094516,0.0,0.1792298716452742,0.0,0.09988331388564761,0.0
8,TRBIAPG128F9314D7A,Blues,TRBIAPG128F9314D7A__7790675459e3e1a7e41a4584a07f5675.mid,1831,729,8,8,411.2708333333333,4.4520541006028065,1.7725545818347603,57.15237575095576,11.840291835098354,24.0,73.0,49.0,87.33642818132168,22.865990049645074,1.6427783087565992,1.3807354422116023,1.2604166666666667,2.3760520419992264,3.4146532986566567,0.003278688524590164,8.090944149377354,6.260109289617486,5.125857943816521,0.4633879781420765,0.44098360655737706,0.09562841530054644,0.39649668325041454,0.5454072119696355,1.820079522862823,8.0,0.426441351888668,0.15637860082304528,0.14540466392318244,0.4101508916323731,0.06990715456034953,0.13216821409066085,0.05079191698525396,0.15346805024576735,0.0551611141452758,0.09885308574549427,0.038776624795193886,0.06444565811032223,0.1600218459858001,0.05734571272528673,0.0835608956854178,0.0354997269251775,0.10212998361551065,0.2064445658110322,0.1458219552157291,0.18896777717094485,0.3167667941015838,0.03986892408519935,0.10491803278688525,0.003825136612021858,0.00819672131147541,0.02622950819672131,0.019672131147540985,0.03879781420765027,0.004918032786885246,0.06612021857923497,0.05573770491803279,0.03333333333333333,0.06666666666666667,0.012568306010928962,0.09562841530054644,0.017486338797814208,0.06393442622950819,0.04316939890710383,0.06284153005464481,0.08306010928961749,0.00273224043715847,0.03551912568306011,0.01366120218579235,0.04316939890710383,0.007103825136612022,0.001639344262295082,0.08907103825136611,0.061714909885308575,0.06280720917531403,0.056253413435281265,0.06663025669033315,0.05406881485527035,0.0764609503003823,0.06826870562534135,0.06772255598033862,0.05843801201529219,0.06444565811032223,0.07154560349535773,0.0496996176952485,0.06499180775532495,0.05789186237028946,0.05898416166029492,0.060076460950300385
9,TRBNRQS128F932E19E,Blues,TRBNRQS128F932E19E__2750c5b4418abc85120318725d3f729c.mid,2056,276,1,15,307.74375,6.680883039866773,0.8968500578809481,58.51118677042802,12.251771544742908,23.0,93.0,70.0,85.63132295719845,18.260178425979767,1.3017185473411153,1.4233666132031733,1.2760416666666665,2.213768756557542,2.8995288046654335,-0.006812652068126521,14.313383467527926,10.902189781021898,9.274440720567016,0.5274939172749392,0.3878345498783455,0.08467153284671533,0.46796875,0.38633523000010755,3.207488299531981,15.0,0.48517940717628705,0.0,0.0,0.0,0.00048638132295719845,0.055933852140077824,0.16926070038910507,0.017023346303501944,0.20428015564202334,0.0,0.11575875486381323,0.07344357976653697,0.03988326848249027,0.20038910505836577,0.0,0.12354085603112841,0.13326848249027237,0.2893968871595331,0.0651750972762646,0.36089494163424124,0.12110894941634241,0.030155642023346304,0.19902676399026764,0.00048661800486618007,0.01119221411192214,0.020924574209245744,0.012652068126520682,0.030656934306569343,0.0024330900243309003,0.032116788321167884,0.028710462287104624,0.01800486618004866,0.02141119221411192,0.010218978102189781,0.08467153284671533,0.006812652068126521,0.03600973236009732,0.03454987834549878,0.037469586374695864,0.053041362530413624,0.00048661800486618007,0.05742092457420925,0.0170316301703163,0.02141119221411192,0.0170316301703163,0.00145985401459854,0.24476885644768856,0.09776264591439689,0.011186770428015564,0.13521400778210116,0.007295719844357977,0.09727626459143969,0.010700389105058366,0.13229571984435798,0.003404669260700389,0.10262645914396887,0.013618677042801557,0.1308365758754864,0.013132295719844358,0.10311284046692606,0.012159533073929961,0.1245136186770428,0.0048638132295719845
10,TRBQRTN128E078E78E,Blues,TRBQRTN128E078E78E__0f8159d8c8e4288515743955bb03e99c.mid,2122,1019,7,7,227.75,9.317233809001097,4.4742041712403955,59.27191328934967,10.287527701872689,29.0,99.0,70.0,80.13430725730443,22.40675223933665,0.7378455859252278,0.7452794343830511,0.3,2.1855328528046627,2.841731049491004,-0.014615747289014616,8.13594265592134,5.859028760018859,5.644958680963136,0.41537010843941535,0.512965582272513,0.07166430928807166,0.2455524861878453,0.23839826770955871,2.3421633554083887,10.0,0.6280353200883002,0.22767419038272815,0.058881256133464184,0.6094210009813543,0.1423185673892554,0.007540056550424128,0.03864278982092366,0.18143261074458059,0.011310084825636193,0.1286522148916117,0.0,0.14278982092365694,0.12676720075400566,0.005655042412818096,0.21394910461828465,0.000942507068803016,0.26248821866163996,0.27097078228086713,0.16116870876531575,0.2582469368520264,0.03864278982092366,0.008482563619227144,0.0462046204620462,0.004243281471004243,0.014615747289014616,0.01885902876001886,0.01603017444601603,0.02498821310702499,0.030174446016030174,0.09853842527109855,0.05233380480905234,0.13012729844413012,0.06176331918906176,0.015087223008015087,0.07166430928807166,0.024516737388024516,0.06836397925506836,0.07166430928807166,0.030645921735030647,0.061291843470061294,0.0004714757190004715,0.03866100895803866,0.008486562942008486,0.006129184347006129,0.010843941537010843,0.0,0.0942951438000943,0.18096135721017909,0.001885014137606032,0.03204524033930255,0.03345900094250707,0.13901979264844486,0.043355325164938736,0.11215834118755891,0.000942507068803016,0.13901979264844486,0.020263901979264844,0.06220546654099906,0.04005655042412818,0.10838831291234684,0.020263901979264844,0.06597549481621112,0.0
